Time,Cost
672.7798937777777,461447.2398242321
592.301032,463927.8163150213
429.19867755555555,490338.3410430555
427.5612091010101,491214.84530475154
444.31146906493507,483641.78204900376
448.241208,482215.5767886478
435.1034168888889,483838.844147777
474.41871344444434,478743.7520789453
531.570465,465745.50563270575
599.7595438888889,462777.194745072
587.2847142222222,465696.7177026138
722.1031174949495,461203.13962476724
503.11948900000004,469020.979019754
403.0287237777778,498964.28085423383
500.408179,470464.16950968606
397.58621053535353,499425.3295789282
460.09713833333336,480538.59117089177
413.6219994444444,491639.00277019595
498.44829654040404,471705.4614483434
502.3563426666668,469366.7136292005
482.30811133333333,473835.9552129795
518.7114671111111,467157.58251701086
509.1508097777777,468052.0763621296
616.9361422871573,462659.1846402486
462.91758044444435,479074.38970054296
487.9934941010101,472907.7163579663
432.46745577777773,484692.77199914795
478.12017181818186,475798.05574414844
