"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"104780","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"104664","18","0.0","0.0","0.0","0.0","0.0","10","0.0","0.0","18","0.0","3","0.0"
"104065","17","0.0","5","0.0","0.0","0.0","18","13","0.0","0.0","0.0","19","8"
"107756","19","0.0","0.0","0.0","0.0","0.0","13","0.0","0.0","0.0","0.0","16","0.0"
"102492","20","0.0","20","0.0","0.0","11","6","18","0.0","0.0","0.0","17","3"
"107681","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"103148","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","0.0"
"108258","8","0.0","5","0.0","0.0","0.0","2","0.0","0.0","0.0","0.0","0.0","16"
"104167","19","0.0","0.0","0.0","0.0","0.0","18","0.0","0.0","0.0","0.0","3","0.0"
"108372","19","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","6","0.0"
"103377","16","7","0.0","0.0","0.0","0.0","17","0.0","0.0","10","3","9","0.0"
"103636","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0","17","0.0"
"102422","12","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","1","0.0"
"97326","18","0.0","0.0","0.0","0.0","0.0","18","0.0","0.0","0.0","0.0","6","0.0"
"101885","18","0.0","10","0.0","0.0","0.0","16","0.0","0.0","0.0","2","6","0.0"
"102778","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"106514","19","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","0.0","0.0","14","0.0"
"102305","18","0.0","0.0","0.0","0.0","0.0","17","0.0","0.0","0.0","0.0","12","0.0"
"110738","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0.0"
"110826","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","0.0","17","0.0"
"108203","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0"
"102534","6","1","4","0.0","0.0","0.0","8","0.0","0.0","0.0","1","16","0.0"
"104655","19","0.0","0.0","0.0","0.0","0.0","4","0.0","0.0","0.0","0.0","6","0.0"
"106814","17","0.0","1","0.0","0.0","0.0","8","0.0","0.0","0.0","18","15","0.0"
"107706","16","7","0.0","0.0","0.0","0.0","9","0.0","0.0","11","0.0","20","0.0"
"104649","19","0.0","0.0","0.0","0.0","0.0","11","0.0","0.0","0.0","0.0","19","0.0"
"108783","19","0.0","0.0","0.0","0.0","0.0","14","0.0","0.0","0.0","0.0","15","0.0"
"102650","17","0.0","16","0.0","0.0","0.0","8","0.0","0.0","0.0","18","3","0.0"
"105635","18","0.0","0.0","0.0","0.0","0.0","8","0.0","0.0","0.0","0.0","4","0.0"
