Time,Cost
28.439169444444445,12238.14750858586
27.519045000000002,12249.762814141417
33.451065,12109.733923863638
22.15542,12489.13144825036
46.550665,11894.370522348489
49.302665000000005,11859.970522348487
35.26705,12069.421396266232
23.039569444444446,12375.797159758293
29.092195,12228.91251729798
63.632985000000005,11708.32329002525
34.661725555555556,12104.055469498559
35.11638055555556,12072.160558964646
23.434545,12310.36350669192
53.78814499999999,11818.549317297979
23.419544444444444,12359.26957047258
48.357385,11873.68139229798
42.389691428571425,11951.633499927848
22.779544444444443,12386.012427615437
23.32308611111111,12367.619567297977
24.339569444444447,12299.055514736652
54.876145,11808.73218169192
51.28411055555556,11830.926604419188
30.53236944444445,12197.523550252525
45.605385,11898.102439015154
54.91329142857142,11806.40430422078
26.212519444444446,12254.95122761544
27.217719444444445,12250.57981969697
67.030465,11685.914411237374
32.363065,12122.176343777057
34.92175055555556,12088.56313497475
36.203065,11991.359234469695
47.638664999999996,11880.371734469698
50.390665,11855.00729002525
60.31303499999999,11721.795259848486
55.632011428571424,11785.585967099567
42.352545,11954.549494570705
23.200395,12368.685092297977
22.415445000000002,12387.521696554835
57.628145,11756.779396085856
35.841875,12036.437138636364
35.527074999999996,12045.181077904039
36.4471,11984.946497402596
53.825291428571425,11813.746494372293
43.440545,11920.629333080808
50.42781142857143,11846.430941720775
35.01372555555555,12080.321306998558
28.83217,12234.473163943005
25.12451944444445,12255.123853914141
40.646665,11971.640067803031
29.94316944444445,12212.403985858587
40.688545,11955.052444191919
69.782465,11659.55857790404
22.383691428571428,12417.327348250357
24.599594444444445,12296.139520093795
