Time,Cost
80132.0,2.984841933358799E7
46434.0,3.2239503563746713E7
82642.5,2.931634781818182E7
46740.5,3.1826541927605078E7
53953.77777777778,3.111906427803243E7
187166.57777777777,2.7310834929292932E7
62046.8,3.0610468166921318E7
112738.84444444445,2.84705555959596E7
60462.0,3.0673860166921318E7
160286.44444444444,2.770424135786436E7
39710.0,3.2507676372549035E7
49769.0,3.1735522611365758E7
41870.17777777778,3.2347753372549035E7
55538.577777777784,3.0986520944699094E7
83171.5,2.930405858008658E7
67596.8,3.0393459000254653E7
55457.200000000004,3.108618033358799E7
103264.5,2.875380605627706E7
49971.5,3.169030027803243E7
209523.9111111111,2.6975164262626264E7
58553.600000000006,3.0860492666921318E7
207885.9111111111,2.699382535786436E7
141683.02222222224,2.801874918326119E7
65223.600000000006,3.052542375666491E7
134995.3777777778,2.8154329257131767E7
104800.44444444444,2.8632865738816746E7
80334.5,2.9746840487434134E7
163463.24444444443,2.7621941691197697E7
53792.0,3.121938233358799E7
111154.04444444444,2.8481120929292936E7
109562.04444444444,2.8573202072150078E7
118690.93333333333,2.8390234884115886E7
163434.44444444444,2.765748614357865E7
160177.24444444443,2.77201465959596E7
198823.4222222222,2.7071902222222224E7
43045.0,3.226229418207284E7
79907.24444444444,3.0284535230413385E7
220959.95555555556,2.6785662555056058E7
182534.5777777778,2.7349254929292932E7
139808.57777777777,2.8041519643578645E7
220879.55555555556,2.6860849336568665E7
91701.6,2.8947305246753253E7
195475.02222222224,2.7132989373737376E7
147399.6,2.793762527056277E7
136631.77777777778,2.810103514357865E7
177614.5777777778,2.7457126691197693E7
78322.44444444444,3.03734129446991E7
138252.57777777777,2.807138135786436E7
177694.97777777776,2.7449476929292932E7
138223.77777777778,2.8072481643578645E7
131789.77777777778,2.8289708555555556E7
176029.77777777778,2.7491407691197693E7
107977.24444444444,2.8619231072150078E7
204603.9111111111,2.7013440661893666E7
172482.93333333335,2.750810138961039E7
94878.4,2.878582381818182E7
190423.77777777775,2.721518947691198E7
88634.0,2.899394266666667E7
144859.82222222222,2.7938214707070712E7
120363.33333333333,2.837534474675325E7
158592.44444444444,2.77807035959596E7
168672.35555555555,2.7597490445165947E7
163354.04444444444,2.7658757072150078E7
121867.73333333334,2.8350984961038962E7
223556.22222222222,2.672906404040404E7
88605.2,2.9012615341991346E7
179987.77777777778,2.7408103262626264E7
88524.8,2.9019577984848488E7
131870.17777777778,2.824058431024531E7
112848.04444444444,2.844636935786436E7
66012.0,3.0456851000254653E7
147866.8,2.7912475151515152E7
190343.3777777778,2.7217869167388175E7
109642.44444444444,2.8536567039183047E7
55647.77777777779,3.0962025944699094E7
139728.17777777778,2.8048236429292932E7
86940.0,2.9054439151515156E7
81854.8,2.966050188961039E7
222464.35555555555,2.6745691468975473E7
134966.57777777777,2.8163887995227E7
187275.77777777775,2.7264699691197693E7
62835.2,3.0575365666921318E7
170898.13333333333,2.757087338961039E7
135046.97777777776,2.8116836691197693E7
