Time,Cost
387.28055555555557,448001.3998487251
1071.7140312777778,413457.8943541668
390.6870503434343,445620.0233563363
442.38467299999996,435478.7443087806
439.8073432777777,438347.9289895331
478.10275099999996,430305.5551391115
400.15224399999994,444215.82165144983
408.83309723232315,443183.33467594476
445.72798205050503,434895.3871858109
476.1002633888889,431866.1372668488
409.19442167676766,441812.0866045331
594.6423292777778,423266.19467901543
453.92553200000003,433819.3069022908
415.0245023333333,440485.7853236998
531.5398853333334,427412.3303034651
414.1636661111111,441392.2125263765
491.4894240454545,429903.19637840433
606.4582853333333,422648.1068552781
541.1638972777779,426218.2091455104
562.0421132777778,425743.00831678323
570.8550853333332,424838.39420488925
401.15424399999995,443711.5838672832
515.1508701111111,427913.276380056
506.49496099999993,428789.0837990356
561.7121132777778,426124.4567791116
499.9502493333333,429150.73413236893
513.7186114444444,428470.3605116316
419.40500999999995,439949.38580812403
435.394784,439075.5768929574
587.9231372222221,423748.5719752932
460.75651033333327,433454.20057076035
465.978424,432885.5916181391
1009.7343652777778,414430.47450416686
717.5390892777779,418134.0505016669
758.5358892777779,417621.5905016669
699.0843192777778,418166.90080166684
654.8444632777778,420449.0520385004
991.2795952777777,414463.3248041669
1050.7311652777778,413918.01450416684
1032.2763952777777,413950.86480416683
740.0811192777778,417654.4408016668
607.0541033888887,422325.0607291669
428.7257741010101,439634.45625120995
439.1997723333333,438451.04303407116
950.9988312777778,414966.8343541669
966.2133812777778,414869.40352916694
434.662144,439333.964721821
623.788249,421958.03615416685
655.2234532777778,419775.7356011113
467.39132000000006,432727.6508750685
425.63767389898976,439840.201912195
841.6568312777778,416527.9406041669
923.7452312777777,415414.9015018942
587.3103292777778,424007.558795571
870.5643952777777,415972.26480416686
884.3973052777778,415943.23952666693
468.9388400555555,432191.53557410894
615.1985452777777,422110.1602704549
457.68932099999995,433533.49947408354
800.6600312777778,417040.40060416685
911.5611952777778,415459.8048041669
541.1069072777779,426647.14312871767
626.6541103333332,421475.0583058336
495.50856066666665,429526.32126928814
652.9544632777778,420660.53617991443
829.7451192777778,416533.6408016669
788.7483192777778,417046.10080166685
580.8150853333332,424150.82516652055
514.6261132777777,427946.4355279347
576.8884332777778,424490.8514866113
495.5005606666667,429596.8790537074
694.0616983888888,418450.2934683335
473.2188011616161,432122.18758026045
533.3169072777779,426970.6713915458
577.7878853333332,424162.18312561145
531.7489072777779,427126.30418212665
572.1937832777778,424508.109615874
768.2637452777777,417238.0849513892
809.2605452777777,416722.2822847225
688.5201983888888,418516.4734516669
1059.5040312777778,413618.15060416685
900.8099552777777,415581.7587291669
1068.0873812777777,413588.3472791669
895.0883912777776,415680.1640013892
776.1116692777778,417216.80997666693
908.3611952777777,415579.8048041669
627.3761609999999,421449.17660416686
538.8869072777778,426943.5841206114
673.0034532777777,419181.5895016164
780.4737452777778,417074.4860347225
817.1084692777778,416704.3499766669
788.3216692777778,417056.5537266669
849.1248312777777,416247.8906041669
969.8400312777777,414738.9506041669
982.0500312777777,414578.6943541669
977.2613052777778,414702.43952666695
861.3348312777778,416087.63435416686
868.7561052777778,416051.1232766669
989.4713052777778,414542.18327666697
856.5461052777778,416211.37952666695
631.7090489999999,421262.15207083354
821.8971952777778,416580.6048041669
948.4745052777778,415054.64327666693
942.6123952777778,415071.6648041669
827.7593052777778,416563.58327666693
667.5448293333332,419227.39215666696
539.2658972777779,426813.224550056
648.152759,420771.2267291669
561.7201132777778,425904.2334546771
571.6809463888887,424751.31961524277
1052.0360312777777,413898.20060416684
1020.0663952777777,414111.12105416687
1027.0905812777778,414100.8072791669
889.4055952777777,415744.3810541669
