NSGAII:    Hypervolume,NSGAII:    GenerationalDistance,NSGAII:    InvertedGenerationalDistance,NSGAII:    AdditiveEpsilonIndicator,NSGAII:    MaximumParetoFrontError,NSGAII:    Spacing,NSGAII:    Contribution,NSGAII:    R1Indicator,NSGAII:    R2Indicator,NSGAII:    R3Indicator,ID:    Hypervolume,ID:    GenerationalDistance,ID:    InvertedGenerationalDistance,ID:    AdditiveEpsilonIndicator,ID:    MaximumParetoFrontError,ID:    Spacing,ID:    Contribution,ID:    R1Indicator,ID:    R2Indicator,ID:    R3Indicator,
0.2240713128643741,0.43433706444678816,0.38922304573141797,0.6024371963782689,1.0407692332254113,82075.96149668384,0.25,0.0,1579086.251711255,2029539.1000111469,0.20096828386708465,0.0,0.035395750356656555,0.12695351915673592,0.0,7171.330374279851,0.75,0.0,1530718.5438932395,1967373.9379056059,
0.12310503606239644,1.8033412090187877,0.48538713313587944,0.7703937413568517,3.6066824180375754,0.0,0.3333333333333333,0.0,1628696.1715122485,2164650.5513890698,0.0,0.0,0.1725202816830166,0.22960625864314832,0.0,0.0,0.6666666666666666,0.0,1571144.6331659453,2088160.7117802082,
0.5140057683786635,0.0,0.0,0.0,0.0,65728.36806367665,1.0,0.0,1161806.7695248392,1432727.9878687097,0.2620914965541761,0.2556816397050608,0.44021065471486553,0.6514743196890127,1.164100672194988,56147.28313324371,0.0,0.0,1195327.3735754157,1474065.0040198641,
0.5765373541221033,0.0,0.10691716714397215,0.20383355275400772,0.0,64465.11191874122,0.5,0.0,1535373.0044812376,1774565.8467222594,0.5075367154157552,0.06569829680236572,0.0826609568990213,0.14333708494116645,0.32172856160479724,19440.490645882983,0.5,0.0,1516146.5187053243,1752343.9607735553,
0.0989614161102899,0.0,0.04424778900840799,0.16293266257132366,0.0,32470.62321155908,0.75,0.0,1759936.7291430675,2336917.368081855,0.12019071912159394,0.40796080659506395,0.3919132836343622,0.7415359631418393,1.4677010746720525,82227.87345080802,0.25,0.0,1821470.4526968373,2418624.7382122003,
0.8335249080239039,0.055979951728683044,0.06346472888021916,0.01379325681578676,0.2798997586434152,36558.184582813854,0.6666666666666666,0.0,1856725.4284912634,2029697.7116317516,0.7827670009410588,0.08824224862570536,0.1119786492460187,0.10957482959703628,0.34791925300247195,71755.22599472517,0.3333333333333333,0.0,1872393.2830102681,2046825.2331018688,
0.43488011339508686,0.0,0.05793285740504763,0.16600310555897402,0.0,57902.254842933675,0.6666666666666666,0.0,1274008.793416296,1559613.4970074003,0.3440083884915858,0.208265736515891,0.22490863739130643,0.5023238712634782,0.872705473495579,25229.316917058626,0.3333333333333333,0.0,1306572.5123589747,1599477.5433927644,
0.11488315520127665,0.16861411660599504,0.16881468082753914,0.34262728662015074,0.5782833457909303,76437.91758204516,0.5,0.0,1734732.0867140163,2125584.391382636,0.43914864697155453,0.10880167211967509,0.14500607371934843,0.20842727295312402,0.3272294498354351,88622.18705537527,0.5,0.0,1738486.6760783708,2130184.659777307,
0.0,2.135078037048929,2.1218590785944302,2.432994494667668,5.62207980269986,33146.126336972586,0.0,0.0,1527490.387154352,2116369.9238127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1493616.4442111265,2069436.8134926595,
0.5077580248791849,0.0,0.05422691644732007,0.12625923870240807,0.0,68394.40413476173,0.8,0.0,1887501.3543928175,2259543.627555323,0.4013095659672535,0.0762781336216023,0.15487640088089444,0.23994283970751062,0.28077500038551473,45072.86841064037,0.2,0.0,1934826.781395117,2316196.759179051,
0.7837174561404352,0.0,0.14470849374673692,0.06892851367982752,0.0,42200.61273221886,0.6,0.0,1303860.7449039328,1424568.121018229,0.5069861440094623,0.1094979677394437,0.2195879084371907,0.2803329604749798,0.3284939032183311,62186.14935561121,0.4,0.0,1308113.7623540359,1429214.9557427645,
0.15746505695563012,0.3275075840687682,0.2797899772225534,0.4470840324133,1.516088086234174,33615.292471904155,0.25,0.0,1455582.5067212584,1862625.3973118823,0.26605428115685475,0.0,0.12575914562234514,0.23056814889237998,0.0,44969.790537909415,0.75,0.0,1438488.535528454,1840751.2073858215,
0.10705287606318135,0.0,0.29896080962497984,0.8437289800710019,0.0,0.0,0.5,0.0,2069401.6610845756,2793499.751024413,0.04469410071641457,0.9717727760420498,0.09464277787725003,0.26263925369142116,2.962795550586806,57128.11514862308,0.5,0.0,2014265.258355648,2719069.9455377115,
0.37891785113845633,0.4460117830306984,0.29292143494465267,0.5009176384838524,1.5316875093727138,163767.90809222567,0.25,0.0,1685474.9802526068,2085204.7082369966,0.3480140181046953,0.0,0.08085886150971572,0.30321270527973615,0.0,13591.350097058259,0.75,0.0,1654504.4283430432,2046888.9896525976,
0.4474027926069855,0.12969326869193912,0.17180155497533836,0.37642091838425495,0.5154046649260151,13775.704196091729,0.6666666666666666,0.0,1500654.7050759264,1542161.9396068708,0.9434921935468464,0.0,0.6479638295995908,0.04237701696032887,0.0,0.0,0.3333333333333333,0.0,1508166.9948392299,1549882.017297195,
0.0,4.3725750339737885,2.9575796161575956,3.398200689258816,15.486635071148024,38253.606363709456,0.0,0.0,1409031.6615498061,1952242.5484577413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1378323.7122569827,1909696.2025046716,
0.28547942574535423,0.0,0.10212189222667682,0.49501173058849657,0.0,33051.294953886005,0.8,0.0,1333050.5987652948,1738390.7671336525,0.002843421107594924,0.16606497141907395,0.23902936967546431,0.2834386771663967,0.46103742630567696,125324.88881493064,0.2,0.0,1272121.3763840443,1658934.231970823,
