Time,Cost
478.28955733333333,544361.2846199637
844.7618094444442,480297.2340190733
488.03768933333333,513066.6282801023
706.8828455252525,481017.9624325207
484.89475133333326,541308.6175619856
833.6850825252525,480487.8475272328
628.1586838888888,481206.04626626655
612.522661,484053.60846554855
509.2147053333334,508554.6798295017
597.5495428888888,491707.340616894
543.1963569141415,507427.8363783229
579.1003445252525,495205.86555762886
571.9463451702741,498749.3697968745
561.0916879999999,499824.0891979945
597.4362523333333,494164.8415764198
560.455661,503544.01229835086
553.6039437222221,505161.00353747985
552.3611279999999,507006.7470576011
