"SID","Time","Cost"
"1","1532.393593","827275.3589394242"
"2","1089.2382","901712.996795361"
"3","1337.8362770303029","877900.1024277884"
"4","1426.4937869999999","842983.6170375787"
"5","1356.2628018888888","858444.6284605799"
"6","1347.1480033232324","876807.1663014897"
