"solution","totalCostID","totalCostStatic","totalIDStatic","totalIDID","CoT_static","CoT_adaptive","IDoT_static","IDoT_adaptive","SoT","costPerRound_static","costPerRound_adaptive","idPerRound_static","idPerRound_adaptive","EoT_static","EoT_adaptive","ExoTperRound_adaptive","actionProbVector"
"[316, 56, 228, 567, 416]","59529357911.30","52753716534.40","0.00","-0.00","[52753716534.40]","[59529357911.30]","[0.0000]","[-0.0000]","[]","[52753716534.40]","[59529357911.30]","[0.00]","[-0.00]","[NaN]","[0.4596]","[7.0000]","[0.50, 0.50]"
