"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"105635","18","0.0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"104492","18","0.0","17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0.0"
"104738","18","0.0","0.0","0.0","0.0","2","0.0","0.0","0.0","0.0","0.0","17","0.0"
"103320","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"105829","16","0.0","9","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"106964","10","0.0","11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0.0"
"102778","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"103472","19","0.0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","0.0"
"108203","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"101938","6","0.0","20","7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"103326","4","0.0","17","0.0","18","0.0","8","0.0","0.0","0.0","0.0","9","0.0"
"105531","19","0.0","20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"106814","17","0.0","17","0.0","0.0","0.0","0.0","3","0.0","4","0.0","6","0.0"
"110570","19","0.0","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0"
"100153","19","0.0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0.0"
"107681","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"103636","18","0.0","0.0","0.0","0.0","15","0.0","0.0","0.0","0.0","0.0","5","0.0"
"104695","19","0.0","16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"107079","19","0.0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0"
"97326","18","0.0","16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0"
"104167","19","0.0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"105623","17","12","20","0.0","0.0","0.0","0.0","15","0.0","0.0","0.0","13","16"
"103377","16","0.0","16","5","0.0","4","0.0","0.0","0.0","10","0.0","9","0.0"
"103148","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0.0"
"100808","5","0.0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0.0"
"101955","18","0.0","18","0.0","0.0","0.0","0.0","11","0.0","0.0","0.0","19","3"
"103023","19","0.0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0.0"
"104065","17","15","9","0.0","0.0","0.0","0.0","17","0.0","0.0","0.0","13","8"
"109646","18","0.0","13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0"
"104649","19","0.0","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"101387","14","0.0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"108840","6","0.0","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"107098","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"108105","6","16","9","8","0.0","0.0","0.0","12","0.0","0.0","0.0","6","18"
"100043","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0.0"
"102492","20","13","14","0.0","15","0.0","0.0","1","0.0","0.0","0.0","14","16"
"108115","16","0.0","16","5","0.0","0.0","0.0","14","0.0","0.0","0.0","2","0.0"
"102193","17","0.0","9","0.0","0.0","0.0","0.0","8","0.0","0.0","0.0","14","0.0"
"102650","17","0.0","8","0.0","0.0","0.0","0.0","10","0.0","17","0.0","9","0.0"
"102534","6","0.0","19","4","0.0","0.0","0.0","1","0.0","2","0.0","16","0.0"
"104030","20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"103528","19","0.0","14","0.0","0.0","7","0.0","0.0","0.0","0.0","0.0","20","0.0"
"104664","18","0.0","8","0.0","0.0","12","0.0","0.0","0.0","0.0","0.0","6","0.0"
"104780","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"102422","12","0.0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0.0"
"105430","18","0.0","7","0.0","0.0","15","0.0","0.0","0.0","0.0","0.0","6","0.0"
"109104","2","0.0","13","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","8"
