"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"103636","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0","7","0.0"
"103326","4","0.0","0.0","13","0.0","9","2","0.0","0.0","0.0","0.0","1","0.0"
"101387","14","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","0.0","0.0","4","0.0"
"102650","17","0.0","20","0.0","0.0","0.0","10","0.0","0.0","0.0","3","14","0.0"
"103466","12","0.0","19","0.0","0.0","0.0","1","0.0","0.0","0.0","13","14","0.0"
"108840","6","0.0","0.0","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","16","0.0"
"103994","19","0.0","0.0","0.0","0.0","0.0","3","0.0","0.0","0.0","0.0","16","0.0"
"108740","14","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","20","0.0"
"99995","20","0.0","20","0.0","0.0","0.0","6","0.0","0.0","0.0","9","14","6"
"106814","17","0.0","11","0.0","0.0","0.0","6","0.0","0.0","0.0","15","16","0.0"
"104551","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"100808","5","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","0.0","0.0","5","0.0"
"102534","6","14","15","0.0","0.0","0.0","7","0.0","0.0","0.0","10","3","0.0"
"102422","12","0.0","0.0","0.0","0.0","0.0","5","0.0","0.0","0.0","0.0","1","0.0"
"107681","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0"
"105635","18","0.0","0.0","0.0","0.0","0.0","3","0.0","0.0","0.0","0.0","3","0.0"
"101885","18","0.0","15","0.0","0.0","0.0","5","0.0","0.0","0.0","16","15","0.0"
"100043","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0.0"
"106297","19","0.0","0.0","0.0","0.0","0.0","11","0.0","0.0","0.0","0.0","17","0.0"
"104492","18","0.0","0.0","0.0","0.0","0.0","2","0.0","0.0","0.0","0.0","17","0.0"
"105829","16","1","0.0","0.0","0.0","0.0","12","0.0","0.0","0.0","0.0","8","0.0"
"101677","16","0.0","19","0.0","0.0","0.0","6","9","0.0","6","0.0","5","17"
"102778","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"105430","18","0.0","0.0","0.0","0.0","0.0","13","0.0","0.0","15","0.0","16","0.0"
"110738","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0"
"108203","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"108258","8","0.0","6","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","0.0","8"
"106728","17","0.0","5","0.0","0.0","0.0","2","0.0","0.0","0.0","16","14","0.0"
"108115","16","11","20","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","11","0.0"
"104780","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"104664","18","0.0","0.0","0.0","0.0","0.0","14","0.0","0.0","6","0.0","3","0.0"
"97326","18","0.0","0.0","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","10","0.0"
"102193","17","0.0","10","0.0","0.0","0.0","4","0.0","0.0","0.0","0.0","10","0.0"
"110570","19","0.0","0.0","0.0","0.0","0.0","19","0.0","0.0","0.0","0.0","11","0.0"
"105623","17","0.0","8","0.0","0.0","0.0","9","1","0.0","0.0","0.0","1","3"
"101938","6","18","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","18","0.0"
"103148","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"107735","12","0.0","20","0.0","0.0","0.0","17","0.0","0.0","0.0","2","7","0.0"
"108263","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14","0.0"
"102305","18","0.0","0.0","0.0","0.0","0.0","2","0.0","0.0","0.0","0.0","17","0.0"
"102492","20","0.0","20","0.0","0.0","15","3","19","0.0","0.0","0.0","11","2"
"108783","19","0.0","0.0","0.0","0.0","0.0","14","0.0","0.0","0.0","0.0","17","0.0"
"103686","20","0.0","17","0.0","0.0","0.0","3","0.0","0.0","0.0","8","15","18"
"107098","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0"
"104167","19","0.0","0.0","0.0","0.0","0.0","2","0.0","0.0","0.0","0.0","8","0.0"
"104655","19","0.0","0.0","0.0","0.0","0.0","17","0.0","0.0","0.0","0.0","12","0.0"
"100153","19","0.0","0.0","0.0","0.0","0.0","16","0.0","0.0","0.0","0.0","20","0.0"
"108105","6","18","9","0.0","0.0","0.0","15","16","0.0","0.0","0.0","16","8"
"103472","19","0.0","0.0","0.0","0.0","0.0","16","0.0","0.0","0.0","0.0","20","0.0"
"97027","17","9","8","0.0","0.0","0.0","8","0.0","0.0","0.0","12","17","0.0"
"106964","10","0.0","0.0","0.0","0.0","0.0","10","0.0","0.0","0.0","0.0","1","0.0"
"110563","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0.0"
"104030","20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0"
"108372","19","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","8","0.0"
"102181","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"106106","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"103023","19","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","7","0.0"
"103227","19","0.0","0.0","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","8","0.0"
"102427","7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0"
"107756","19","0.0","0.0","0.0","0.0","0.0","15","0.0","0.0","0.0","0.0","13","0.0"
"105531","19","0.0","0.0","0.0","0.0","0.0","12","0.0","0.0","0.0","0.0","20","0.0"
"109646","18","0.0","0.0","0.0","0.0","0.0","17","0.0","0.0","0.0","0.0","8","0.0"
"104695","19","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","0.0","0.0","18","0.0"
"109963","18","0.0","12","0.0","0.0","0.0","7","0.0","0.0","0.0","0.0","8","0.0"
"103320","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","0.0"
"97220","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0"
"104649","19","0.0","0.0","0.0","0.0","0.0","3","0.0","0.0","0.0","0.0","11","0.0"
"107706","16","15","0.0","0.0","0.0","0.0","7","0.0","0.0","1","0.0","20","0.0"
"104065","17","0.0","10","0.0","0.0","0.0","4","15","0.0","0.0","0.0","9","4"
"109104","2","0.0","20","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","0.0","1"
"110826","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0","6","0.0"
"103528","19","0.0","0.0","0.0","0.0","0.0","20","0.0","0.0","17","0.0","10","0.0"
"104738","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0","17","0.0"
"103377","16","8","0.0","0.0","0.0","0.0","15","0.0","0.0","9","1","11","0.0"
"107079","19","0.0","0.0","0.0","0.0","0.0","16","0.0","0.0","0.0","0.0","13","0.0"
"101955","18","0.0","14","0.0","0.0","0.0","1","0.0","0.0","0.0","0.0","17","12"
"106202","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0.0"
"101863","20","6","0.0","0.0","0.0","0.0","6","0.0","0.0","9","18","17","0.0"
"106514","19","0.0","0.0","0.0","0.0","0.0","5","0.0","0.0","0.0","0.0","2","0.0"
"105255","4","0.0","6","0.0","0.0","5","18","0.0","0.0","0.0","0.0","0.0","5"
"101283","10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0"
"103485","19","0.0","0.0","0.0","0.0","0.0","5","0.0","0.0","0.0","0.0","4","0.0"
"104082","19","0.0","0.0","0.0","0.0","0.0","11","0.0","0.0","0.0","0.0","14","0.0"
