,NSGAIIITA_Hypervolume,NSGAIIITA_GenerationalDistance,NSGAIIITA_Spacing,NSGAIIITA_Contribution,KRRGZ_Hypervolume,KRRGZ_GenerationalDistance,KRRGZ_Spacing,KRRGZ_Contribution
1,0.760165267625622,0.0,74.20503135212631,0.9723404255319149,0.727583075884635,0.0015755931414525124,72.1652121430443,0.027659574468085105
2,0.707916317886606,0.0023870322652941515,182.06763936242163,0.906054279749478,0.6883409709436468,0.001454263963049933,66.66897330994766,0.09394572025052192
3,0.735417300411714,0.000802223760918856,100.43383149647494,0.9522776572668112,0.7060748743011925,0.0015494359954030125,72.59532361674229,0.04772234273318872
4,0.7596867727019537,0.0021374660270755998,206.25205142016281,0.9420289855072463,0.7400162647689897,0.0013543631508356588,189.03367257385796,0.057971014492753624
5,0.7584478174908571,0.001645813990456576,315.67709698749013,0.9369918699186992,0.7438168462249104,0.0009708435513040917,125.79806156169985,0.06300813008130081
6,0.725178357624982,0.0005062840980216714,87.43531362313779,0.9119496855345912,0.6966667509435863,0.001450262757133154,74.02162606991423,0.0880503144654088
7,0.7731592142105471,0.00036145144546729786,143.43111737100497,0.927536231884058,0.7462635793474092,0.0014173506596908345,61.91123046844987,0.07246376811594203
8,0.7378927524121796,0.000958609525431386,94.04387018172154,0.9423459244532804,0.7075834983070882,0.001320849910220863,86.86340627339843,0.05765407554671968
9,0.7697762797068034,0.00011775864193750639,105.31585163805237,0.9348739495798319,0.7466271882737279,0.0009745711369905401,318.00591486917705,0.06512605042016807
10,0.7356100064230733,0.0002415708615529254,73.12189670403477,0.9595959595959596,0.702267285664626,0.0013862683724269816,64.92000777809287,0.04040404040404041
11,0.7801888033426385,0.0005666724483859941,416.4703949627646,0.9428571428571428,0.7531227299099506,0.0015291348900063797,83.34705011855968,0.05714285714285714
12,0.7402724382788225,0.0007419934882681403,168.85538411030367,0.9120171673819742,0.7128160793498683,0.0014943008643132762,117.84402966834492,0.08798283261802575
13,0.7291192939956378,0.0007389444139172887,322.93399936023116,0.977924944812362,0.6931572152534852,0.001806374558620936,69.58116493651859,0.02207505518763797
14,0.7298641993864022,0.0020330503317146946,221.46996729370645,0.8649155722326454,0.7019444840503136,0.001331233062600297,55.003324351944634,0.1350844277673546
15,0.7469269276233351,0.0029926840150648047,166.658512514249,0.9147286821705426,0.7182507331860709,0.0013436754006634867,68.76542694822604,0.08527131782945736
16,0.7378922320836091,3.811060182734113e-05,170.55085854544328,0.9166666666666666,0.7105893160983667,0.0013992340659091135,154.7321988188532,0.08333333333333333
17,0.7121618613318907,0.0008731645332455256,73.1996070937546,0.9263803680981595,0.6885409610079553,0.0012701584056648205,59.86812061937667,0.0736196319018405
18,0.7647031779211152,0.0001585768057405273,136.48085344201473,0.9591397849462365,0.7368747165601596,0.001573441123446009,97.37988101281545,0.04086021505376344
19,0.7279109555822649,0.0011817838963583572,193.8825902970219,0.9306930693069307,0.702964709266155,0.0013165070231864063,72.7129245754029,0.06930693069306931
20,0.7274012661839773,0.0011016141316329605,170.2531682846511,0.9504132231404959,0.6997304175576622,0.0012502132505916052,73.48288269685486,0.049586776859504134
21,0.7177162955849655,0.0009852319641926743,152.83532275896607,0.934322033898305,0.674499151163142,0.0014317302082495053,85.63244745528218,0.06567796610169492
22,0.7191014515446948,0.0004063305447587168,84.88443644000895,0.9869281045751634,0.672653969443434,0.001510100904920048,65.88409790822683,0.013071895424836602
23,0.7595934107473361,0.001682618765434926,187.8563364236307,0.9247311827956989,0.737528035193533,0.0013127062616751675,77.53429110301987,0.07526881720430108
24,0.7390978190250628,0.0015518739559584101,220.73798463318934,0.9787234042553191,0.713421537652639,0.0012095756506712953,79.76915899591661,0.02127659574468085
25,0.7266616750927477,0.002847565348056656,291.8728151524553,0.9428571428571428,0.7007203466429326,0.0015369323212935295,79.80211932336496,0.05714285714285714
26,0.7312074321554533,0.001350349597974815,516.825396045886,0.916,0.7065667157680502,0.0013959717726857045,109.52111226403329,0.084
27,0.7424761550243657,0.00041182057288951347,131.1964423454046,0.9362139917695473,0.7131377598406604,0.0012552918036432498,102.6910388428626,0.06378600823045268
28,0.7501651819968898,0.00030691259912814104,212.92671596659864,0.8823529411764706,0.7311161468515393,0.0009118915271922025,73.50593064452175,0.11764705882352941
29,0.7369354293785607,0.0011703282925120582,133.75374395356724,0.9380165289256198,0.7105233866577503,0.0013949612161437614,96.7857322823637,0.06198347107438017
30,0.7374817090983875,0.0004033886955214782,174.1403777562816,0.902,0.718663981403066,0.0012609821123407458,132.93732253284944,0.098
