,NSGAIIITA_Hypervolume,NSGAIIITA_GenerationalDistance,NSGAIIITA_Spacing,NSGAIIITA_Contribution,KRRGZ_Hypervolume,KRRGZ_GenerationalDistance,KRRGZ_Spacing,KRRGZ_Contribution
1,0.5368264549241338,0.0036338740479837654,9.68088975723784,0.005714285714285714,0.5824203208878723,0.0002226985979156008,3.5276846282258827,0.9942857142857143
2,0.5601947101243089,0.002024322953860822,27.377137801373266,0.015544041450777202,0.5975477377172617,0.00011742612580499555,3.9409354308481244,0.9844559585492227
3,0.49318323566775985,0.012196216477351038,57.017596909591035,0.0,0.5814750573474,0.0,3.3130307253226263,1.0
4,0.5070607726722849,0.004786541147799623,24.574184014704702,0.026455026455026454,0.5724598496234652,0.00033377318084983884,2.403176048751971,0.9735449735449735
5,0.568585438334904,0.004264791108179873,22.289352338172062,0.0,0.6273883499811098,0.0,7.067700832297306,1.0
6,0.5506919123671206,0.0010084337686888957,4.289054301151089,0.08415841584158416,0.5945097559941238,0.00022810860085010871,2.854275380326945,0.9158415841584159
7,0.489233458694222,0.010151471180819596,17.27871215712468,0.006896551724137931,0.6021106757772887,9.788117639874623e-05,4.648144304080437,0.993103448275862
8,0.5306771623829477,0.002909308769954362,6.574564960153814,0.021621621621621623,0.5869953046673523,1.81751782492359e-05,3.237670793303651,0.9783783783783784
9,0.5994064431198433,0.003296932435982783,10.966461084037576,0.0,0.6501285300092364,0.0,10.971872671759558,1.0
10,0.5620268821011771,0.0017416152095103736,26.40798430017967,0.016574585635359115,0.5917217654625491,0.0005857244866068468,3.7468914779956037,0.9834254143646409
11,0.4626674791346266,0.008705163573380663,31.71230436076159,0.0,0.5764973403332886,0.0,1.8369604225369933,1.0
12,0.45718213579204475,0.009421487726069277,6.67502616149216,0.0,0.587890373733703,0.0,3.484862220254718,1.0
13,0.4330816440380098,0.016910502473742137,42.97937239516046,0.0,0.592687728964066,0.0,2.5775155258169455,1.0
14,0.5437757523720671,0.004285745893859041,38.882952999331344,0.017543859649122806,0.5787804357600974,2.2039052420516563e-05,2.42220739566023,0.9824561403508771
15,0.5411315986275551,0.0036552647489559403,5.723749478767999,0.006060606060606061,0.5875263288268389,7.155021504788151e-05,2.0881914245254665,0.9939393939393939
16,0.5327251890637507,0.004602951529187956,9.798291775485856,0.005263157894736842,0.6011080513441546,0.0,2.5089610181657767,0.9947368421052631
17,0.5344940052277818,0.009703207006391703,42.07742580256217,0.016129032258064516,0.5932152201476218,1.6098264713507523e-05,2.2773917503480634,0.9838709677419355
18,0.5475542095722338,0.0031702133179244744,28.66221455868277,0.012422360248447204,0.5795013449254542,0.0003095564560849888,1.9448465163013107,0.9875776397515528
19,0.5160572882971157,0.008131429645879264,25.239333625497245,0.025906735751295335,0.5867290305426268,0.0011872174720154748,5.911617710198773,0.9740932642487047
20,0.5291130164610583,0.005571206596308278,25.28306189724936,0.023121387283236993,0.5837994019109487,0.00019202410972587154,3.753782704325486,0.976878612716763
21,0.474140527789848,0.00797027340335747,10.136964069681934,0.0,0.5686577086613028,0.0,2.2163058111775285,1.0
22,0.515456614199827,0.007313771091855491,34.69160712084114,0.005988023952095809,0.5907402343686406,0.0,3.7725741089380502,0.9940119760479041
23,0.5489639374441141,0.006877775838448947,11.171091265887984,0.024539877300613498,0.625298488431606,0.0008510244222354913,5.4854769435491715,0.9754601226993865
24,0.5254305898802168,0.0064477244800234075,41.11145262843124,0.0,0.588278366654134,0.0,3.242691552088749,1.0
25,0.5220377727859786,0.00719389427764093,40.44967739805127,0.0,0.5860787720807819,0.0,2.7418092294943013,1.0
26,0.5644419189180834,0.004351891034945685,15.915520229772696,0.005813953488372093,0.6095794193377543,6.179222403200399e-05,6.075368163888413,0.9941860465116279
27,0.5628562616727174,0.0025132946320897765,16.63179472033755,0.01507537688442211,0.599978590805293,7.898085456057022e-05,4.00906454577264,0.9849246231155779
28,0.5301091227649215,0.006325178141697257,41.03020315505335,0.0,0.6013992365736354,0.0,2.659443217020025,1.0
29,0.6017767158245652,0.002321969096429296,14.007436136637308,0.04395604395604396,0.6338593231360206,0.00021804997517291825,6.611097193088093,0.9560439560439561
30,0.5276263415731776,0.010002844070480575,24.968182740581927,0.005434782608695652,0.6327365128692269,0.0010032859613033315,14.127740292448154,0.9945652173913043
