"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"76255","4","0.0","3","0.0","0.0","0.0","0.0","10","0.0","15","0.0","20","0.0"
"74286","5","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0","0.0","0.0","19","0.0"
"77537","2","0.0","0.0","0.0","9","0.0","0.0","10","0.0","19","0.0","8","10"
"76574","20","0.0","0.0","2","0.0","0.0","14","17","0.0","0.0","4","5","0.0"
"74126","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"73277","10","0.0","0.0","0.0","0.0","0.0","0.0","19","0.0","0.0","0.0","5","0.0"
"76674","17","0.0","0.0","0.0","3","0.0","0.0","17","0.0","9","0.0","16","18"
"77786","7","0.0","8","0.0","15","0.0","0.0","12","0.0","17","0.0","12","5"
"76780","12","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0","0.0","0.0","4","0.0"
"76756","17","0.0","0.0","0.0","4","0.0","0.0","19","0.0","1","0.0","7","12"
"75109","16","0.0","0.0","0.0","0.0","0.0","0.0","10","0.0","9","0.0","7","6"
"74753","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"76363","17","0.0","0.0","0.0","0.0","0.0","0.0","13","0.0","0.0","0.0","15","11"
"74580","16","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0","3","0.0","19","3"
"75786","8","0.0","0.0","0.0","20","0.0","0.0","4","0.0","20","0.0","10","0.0"
"76440","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"74502","8","0.0","0.0","3","0.0","0.0","0.0","15","0.0","2","0.0","0.0","14"
"74477","11","0.0","17","0.0","11","0.0","0.0","10","0.0","16","0.0","12","16"
"77019","11","0.0","15","0.0","0.0","0.0","0.0","1","0.0","0.0","0.0","19","0.0"
"76181","18","0.0","0.0","1","0.0","0.0","0.0","6","0.0","0.0","0.0","15","0.0"
"77064","4","0.0","16","0.0","19","0.0","0.0","4","0.0","6","0.0","16","14"
"75408","11","6","17","0.0","6","0.0","0.0","13","0.0","16","0.0","9","16"
"75400","19","0.0","0.0","0.0","0.0","0.0","0.0","13","0.0","0.0","0.0","9","0.0"
"75701","10","0.0","0.0","11","0.0","0.0","0.0","11","0.0","17","1","2","0.0"
"77212","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"77772","18","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0","0.0","0.0","11","0.0"
"75656","3","0.0","19","0.0","5","0.0","0.0","20","0.0","1","0.0","2","5"
"75296","17","0.0","0.0","7","9","0.0","0.0","4","0.0","10","0.0","10","4"
"77065","4","0.0","0.0","0.0","10","0.0","0.0","7","0.0","19","0.0","0.0","20"
"75226","4","0.0","7","0.0","3","0.0","0.0","16","0.0","14","0.0","0.0","16"
