Time,Cost
78311.62722666668,1.348807105436509E8
98142.0154088889,1.2443845450720148E8
93858.33460444443,1.2467686205044098E8
93090.94205333333,1.2503209518204111E8
153230.87929333336,1.2030634361554378E8
91977.87877333333,1.2572071054099862E8
82874.01118431371,1.2840016030821258E8
217102.1633214286,1.1944989397235328E8
78565.21176444444,1.3417104269328572E8
77453.56723777777,1.3903592687475115E8
78306.19310156863,1.3551740012710083E8
91805.26125333333,1.263902720308864E8
151298.9998977778,1.2056067546290529E8
91817.16381333335,1.2619378300494067E8
77521.23132,1.3865011125303337E8
77540.32511555556,1.382065054012209E8
97727.88679777777,1.2449691691911495E8
217416.25675000003,1.1915390540721644E8
79670.88016117646,1.3086058024927121E8
78889.07208431372,1.3254062565377215E8
91882.66581333334,1.2592593444805501E8
78426.65468392156,1.3478353446146443E8
130052.99085333335,1.2126838920170237E8
105204.48352,1.238681380199125E8
78306.45753490196,1.3492261031965828E8
208177.01307142858,1.1996373491253844E8
76795.54814222221,1.492277944059879E8
82445.14514888889,1.2899318011349829E8
79714.35623764705,1.2941058808741543E8
92063.04901333334,1.2516264744529544E8
111199.22162666667,1.225961875868086E8
78694.24874222222,1.3307502820337732E8
91545.60441333333,1.2681031946828455E8
90427.27206666669,1.275454286740483E8
79108.69000156863,1.3106173990820481E8
77990.44642,1.3567185593694013E8
79089.84908431371,1.3178874621328096E8
79067.74622392155,1.3228378125442214E8
79709.24413764705,1.2991410912741075E8
106185.56332000002,1.2299858530688526E8
217089.6600357143,1.1966719128988774E8
82871.36937725489,1.2877511750118826E8
91723.19581333332,1.2640279509287062E8
110722.00137333335,1.2265480316346848E8
116188.13072000002,1.219336723483409E8
113879.67720000002,1.2258586565127641E8
77425.96108222222,1.3962161257475126E8
260436.45311428566,1.1899698064832042E8
76927.27329333333,1.3990796433718145E8
77723.48961555555,1.3641713388057333E8
77031.17206,1.3984408277377713E8
