"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"73371","18","0.0","10","0.0","0.0","0.0","0.0","0.0","0.0","8","0.0","16","0.0"
"74085","15","0.0","0.0","14","0.0","0.0","0.0","20","0.0","0.0","0.0","0.0","0.0"
"73232","4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13","0.0"
"72859","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0.0","7","0.0"
"72946","5","0.0","11","0.0","0.0","0.0","0.0","1","0.0","20","0.0","13","0.0"
"72882","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18","0.0","16","0.0"
"72891","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0","7","0.0"
"73740","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"74504","8","0.0","0.0","7","0.0","0.0","0.0","8","0.0","17","2","2","2"
"73987","4","16","0.0","7","0.0","0.0","0.0","1","1","4","8","7","11"
"73896","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0","7","0.0"
"72801","15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","16","0.0","0.0","0.0"
"74320","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0","6","0.0"
"73356","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","0.0","18","0.0"
"73347","17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9","0.0","17","1"
"72520","6","0.0","0.0","0.0","0.0","0.0","14","0.0","0.0","3","0.0","13","0.0"
"74244","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0"
"74592","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0"
"72992","2","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0","20","0.0","1","17"
"73245","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"73678","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13","0.0"
"72230","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0"
"72684","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0","16","0.0"
"73700","9","0.0","0.0","9","0.0","0.0","0.0","4","12","20","0.0","16","20"
"72912","6","0.0","0.0","8","0.0","0.0","14","8","0.0","7","0.0","19","0.0"
"73884","10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","0.0","4","0.0"
"72560","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0"
"73579","2","0.0","0.0","13","0.0","0.0","0.0","6","0.0","6","0.0","9","8"
"73530","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0","9","0.0"
"73337","17","0.0","0.0","16","0.0","0.0","0.0","11","0.0","11","0.0","7","9"
"73696","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0","11","0.0"
"73983","4","0.0","0.0","16","0.0","0.0","0.0","3","0.0","13","0.0","0.0","17"
