"BugId","GT","jdt","jface","core","swt","ui","debug","ltk","text","jdi","search","compare","other"
"73254","1","0.0","0.0","0.0","0.0","0.0","0.0","10","0.0","1","0.0","10","14"
"74085","15","0.0","0.0","7","0.0","0.0","0.0","6","0.0","0.0","0.0","0.0","0.0"
"72510","16","0.0","15","0.0","0.0","0.0","1","16","0.0","15","0.0","13","0.0"
"72882","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0","7","0.0"
"109777","4","0.0","0.0","17","0.0","0.0","0.0","11","16","6","0.0","0.0","0.0"
"72962","17","0.0","0.0","1","0.0","0.0","0.0","9","0.0","3","0.0","16","13"
"72891","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2","0.0","16","0.0"
"72946","5","0.0","7","0.0","0.0","0.0","0.0","1","0.0","1","0.0","4","0.0"
"73486","7","8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7","0.0"
"74592","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0"
"72371","11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3","7","0.0","9","0.0"
"72683","12","0.0","16","0.0","0.0","0.0","0.0","11","0.0","3","0.0","16","0.0"
"74514","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11","0.0"
"74601","3","0.0","0.0","1","0.0","0.0","0.0","20","0.0","17","0.0","18","9"
"74355","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4","3","0.0"
"72348","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0.0","12","0.0"
"72942","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20","0.0"
"73561","18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12","13","8","0.0"
"72780","7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","8","0.0","3","0.0"
"73891","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0.0","16","0.0"
"73573","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0.0"
"72912","6","0.0","0.0","6","0.0","0.0","11","19","0.0","4","0.0","10","0.0"
"74504","8","0.0","0.0","7","0.0","0.0","0.0","18","0.0","9","13","3","3"
