Time,Cost
72382.52160000001,4.870849352416802E7
165679.81794222226,4.397148866943655E7
86859.02592,4.654801853879444E7
85901.75810222219,4.7751383185002334E7
110091.85130000001,4.456058330288585E7
110023.3738622222,4.5350196100608386E7
124247.81157777774,4.448033810954365E7
113567.98773777776,4.449257063807588E7
150077.72901777778,4.4214687595023185E7
139849.9005022222,4.423014444608633E7
160679.20829777775,4.4065186694579475E7
72382.94235555555,4.8489260064306766E7
156119.72282222225,4.4066324312040456E7
130439.35322222217,4.432456150705344E7
134845.34565777777,4.4323590381312825E7
86859.33392,4.6332943729444444E7
92723.29346666667,4.583973340892308E7
79572.27695555557,4.802240837895748E7
94570.79546666668,4.5836266393782824E7
78146.41909777775,4.80443805103305E7
107007.52072000001,4.541996163823997E7
105367.98644,4.5424617691464275E7
96871.82933333333,4.576438001380807E7
97972.56005777775,4.5752404591753155E7
76281.07755555557,4.806284482262451E7
103272.24637777776,4.551588582275973E7
72392.52221777775,4.8441400924281396E7
77535.54029777776,4.805786821060707E7
101616.26694666667,4.55502591626478E7
112762.01757777776,4.450859380355952E7
101499.88341777776,4.560464407663822E7
111721.06909777776,4.451089269047914E7
79591.17342222226,4.800780310614533E7
79609.79973333336,4.796062561374284E7
72396.67437777779,4.8394125885113895E7
102162.6252222222,4.551866559957537E7
86866.51692,4.6284836585319504E7
137996.88482222223,4.4248174133892104E7
129607.46149777775,4.434151696062358E7
163841.85450222227,4.399075399674645E7
138998.35733777776,4.424728890313664E7
155460.5844577778,4.4081375876880996E7
154449.23986222225,4.408315528291881E7
164809.47645777778,4.399013419376796E7
128619.32242222218,4.4341938840458855E7
86860.42176,4.6329481185158856E7
72385.4842,4.846624755123534E7
89990.33795999999,4.596959197329867E7
90311.95802666667,4.5944634606511384E7
107969.8376,4.539509760187699E7
86882.44632,4.624119575602491E7
86949.20721333333,4.618918518702025E7
108601.5961022222,4.5393967402349986E7
86879.82192,4.626917662029284E7
72432.08713333335,4.837126502462619E7
84122.8459422222,4.778403097260229E7
72934.95906666669,4.827628461889559E7
80115.68222222224,4.793488224838821E7
72441.58060000003,4.833749984895551E7
127349.61554222218,4.437397191541666E7
84714.29130222219,4.778009258829053E7
101147.6489022222,4.561919202866831E7
95202.89110666666,4.5806581339668535E7
107465.40698666667,4.540784356118405E7
79658.92428888891,4.794709698208237E7
86996.80081333334,4.616577951174837E7
107030.20298666667,4.54153264640176E7
136821.75421777775,4.4278892523019105E7
73056.86693777774,4.825201557877947E7
95560.67312,4.5799898288449496E7
162651.67165777777,4.402066554779602E7
98198.04666222219,4.5749784008466795E7
98936.78610222219,4.570118830778015E7
152887.76997777782,4.411530140754009E7
74342.94351111112,4.816873747067906E7
72454.95333777776,4.833381951836423E7
100617.46621777776,4.5621667000803314E7
136300.9193377778,4.428013203070444E7
73505.61704444447,4.823379882692931E7
74160.77795555559,4.817853607796546E7
83310.70013777775,4.782212050209119E7
162137.49802222225,4.4021239144715264E7
72481.55093777775,4.830731132498291E7
73024.67277777779,4.8260251209202245E7
72884.66264444446,4.830121260088607E7
73460.64675555557,4.824737948519752E7
76058.68930222219,4.808896701907112E7
86907.82021777774,4.6206205005751066E7
83254.00985777775,4.78326883001686E7
80985.53015555558,4.7899432618481E7
80662.53604444445,4.791840403770284E7
76261.77764444445,4.808149413504041E7
127972.48877777775,4.435463796885821E7
110512.09402222218,4.454233669090396E7
74087.40381777774,4.818723229158062E7
73946.95501777774,4.819566298147694E7
155873.44250222223,4.4073039927187346E7
72886.54475555557,4.829431633843564E7
96545.71111999999,4.576518995241905E7
125808.05997777774,4.440532842309881E7
98594.7397022222,4.5717495802475385E7
89447.51770666668,4.6003879092073284E7
72502.73568888892,4.830527392793409E7
95798.92162666668,4.578596778362091E7
126904.35949777775,4.437432028917784E7
74725.36922222219,4.814031677825274E7
