"BugId","GT","Prof 1","Prof 2","Prof 3","Prof 4","Prof 5","Prof 6","Prof 7","Prof 8","Prof 9","Prof 10","Prof 11","Prof 12"
"39772","56","30","59","23","59","0.0","33","0.0","32","67","0.0","28","0.0"
"50631","56","65","32","49","14","0.0","2","0.0","0.0","40","0.0","32","0.0"
"42185","3","31","7","32","3","0.0","24","0.0","0.0","19","48","14","0.0"
"42138","15","40","26","49","49","0.0","31","0.0","0.0","23","19","19","0.0"
"41090","28","31","2","13","14","0.0","28","0.0","0.0","30","39","49","0.0"
"40060","33","26","48","75","48","0.0","32","0.0","57","61","0.0","13","0.0"
"42120","22","48","65","49","49","0.0","49","0.0","0.0","26","59","52","0.0"
"49811","59","48","33","23","33","0.0","33","0.0","0.0","75","0.0","32","0.0"
"71747","59","54","56","32","26","0.0","45","0.0","0.0","19","0.0","24","0.0"
"51085","57","48","49","28","40","0.0","59","0.0","0.0","32","0.0","57","0.0"
"45729","73","67","37","24","2","0.0","3","0.0","0.0","4","0.0","32","0.0"
"48849","65","39","24","14","49","0.0","1","0.0","0.0","19","0.0","23","0.0"
"50534","59","26","65","15","54","0.0","18","0.0","0.0","39","0.0","32","0.0"
"50572","59","9","39","49","30","0.0","57","0.0","0.0","2","0.0","39","0.0"
"64362","75","67","7","48","31","0.0","10","0.0","0.0","28","0.0","24","0.0"
"40916","57","61","18","3","14","0.0","32","0.0","0.0","31","26","32","0.0"
"40725","33","56","57","48","39","0.0","23","0.0","45","19","0.0","49","0.0"
"39024","15","15","45","2","19","0.0","57","0.0","24","19","0.0","19","0.0"
"63832","57","23","57","59","13","0.0","67","0.0","0.0","28","0.0","65","0.0"
"50438","71","51","75","45","17","0.0","32","0.0","0.0","57","0.0","32","0.0"
