"solution","totalCostID","totalCostStatic","totalIDStatic","totalIDID","CoT_static","CoT_adaptive","IDoT_static","IDoT_adaptive","SoT","costPerRound_static","costPerRound_adaptive","idPerRound_static","idPerRound_adaptive","EoT_static","EoT_adaptive","ExoTperRound_adaptive","actionProbVector"
"[29, 14, 21, 17, 18]","200294194209.55","193591616684.71","32.37","-41.53","[191043335055.20, 191147578717.86, 191149222946.85, 193494740744.89, 193503324774.18, 193517908530.99, 193519275704.07, 193528907324.55, 193539101997.31, 193553098103.56, 193554416850.80, 193555928227.77, 193556298531.12, 193561648694.04, 193563827769.19, 193564077705.16, 193564078493.40, 193565707468.87, 193566187518.38, 193566187522.23, 193581601242.24, 193587361541.11, 193591616684.71]","[189982996365.30, 190441424443.69, 191039638122.03, 193366510720.71, 193378878518.73, 193401255407.87, 193402850301.33, 193680140300.01, 193689701123.29, 193734209365.51, 193740179923.00, 193742459236.25, 193742491654.35, 193746853388.39, 193747703793.54, 193747751655.36, 193747752347.66, 194069583856.40, 194069851942.23, 194069851946.87, 200289869231.96, 200292477800.13, 200294194209.55]","[0.0000, 0.0102, 0.0264, 0.0326, 0.0428, 0.0541, 0.0820, 0.1047, 0.1184, 0.1317, 0.1591, 0.1836, 0.2956, 0.3230, 0.3616, 0.4616, 3.0021, 3.0251, 3.0672, 32.3269, 32.3405, 32.3558, 32.3730]","[-0.0000, -0.0199, -0.0527, -0.0628, -0.0828, -0.1040, -0.1719, -0.2023, -0.2270, -0.2470, -0.3038, -0.3511, -0.6936, -0.7791, -0.8996, -1.2116, -4.7163, -4.7897, -4.9195, -41.4218, -41.4579, -41.4939, -41.5337]","[]","[191043335055.20, 104243662.66, 1644228.99, 2345517798.04, 8584029.29, 14583756.81, 1367173.07, 9631620.48, 10194672.76, 13996106.25, 1318747.23, 1511376.98, 370303.35, 5350162.92, 2179075.15, 249935.97, 788.24, 1628975.47, 480049.51, 3.85, 15413720.01, 5760298.87, 4255143.60]","[189982996365.30, 458428078.39, 598213678.35, 2326872598.67, 12367798.03, 22376889.14, 1594893.46, 277289998.68, 9560823.28, 44508242.21, 5970557.49, 2279313.25, 32418.10, 4361734.04, 850405.15, 47861.83, 692.29, 321831508.74, 268085.84, 4.64, 6220017285.09, 2608568.17, 1716409.42]","[0.00, 0.01, 0.02, 0.01, 0.01, 0.01, 0.03, 0.02, 0.01, 0.01, 0.03, 0.02, 0.11, 0.03, 0.04, 0.10, 2.54, 0.02, 0.04, 29.26, 0.01, 0.02, 0.02]","[-0.00, -0.02, -0.03, -0.01, -0.02, -0.02, -0.07, -0.03, -0.02, -0.02, -0.06, -0.05, -0.34, -0.09, -0.12, -0.31, -3.50, -0.07, -0.13, -36.50, -0.04, -0.04, -0.04]","[NaN, 0.0000, 1.8352, 2.2043, 2.6668, 1.8594, 2.3284, 2.3041, 2.1145, 2.0047, 1.9519, 1.8148, 1.4537, 1.4537, 1.3783, 1.8602, 1.8602, 1.8602, 1.5279, 1.5403, 1.5403, 1.6236, 1.5627]","[0.0000, 0.0000, 2.2840, 2.6668, 1.8594, 2.3284, 2.3041, 2.1145, 2.0047, 1.9519, 1.8148, 1.4537, 1.4537, 1.3783, 1.8602, 1.8602, 1.8602, 1.5279, 1.5403, 1.5403, 1.6236, 1.5627, 1.6397]","[1.0000, 1.0000, 7.0000, 8.0000, 8.0000, 6.0000, 8.0000, 6.0000, 6.0000, 7.0000, 6.0000, 5.0000, 5.0000, 5.0000, 6.0000, 6.0000, 6.0000, 6.0000, 6.0000, 6.0000, 5.0000, 5.0000, 4.0000]","[0.51, 0.49]"
