NSGAII:    Hypervolume,NSGAII:    GenerationalDistance,NSGAII:    InvertedGenerationalDistance,NSGAII:    AdditiveEpsilonIndicator,NSGAII:    MaximumParetoFrontError,NSGAII:    Spacing,NSGAII:    Contribution,NSGAII:    R1Indicator,NSGAII:    R2Indicator,NSGAII:    R3Indicator,ID:    Hypervolume,ID:    GenerationalDistance,ID:    InvertedGenerationalDistance,ID:    AdditiveEpsilonIndicator,ID:    MaximumParetoFrontError,ID:    Spacing,ID:    Contribution,ID:    R1Indicator,ID:    R2Indicator,ID:    R3Indicator,
0.728131575421708,0.021963268556131944,0.06527764530284998,0.1278998223643154,0.10981634278065971,1.4628649381469443E7,0.5714285714285714,0.0,5.285845672764375E7,5.89819085057427E7,0.4909753906399524,0.08787711515765775,0.16025995161547815,0.3140050431477121,0.37176855353666083,5083816.526593013,0.42857142857142855,0.0,5.287802776916939E7,5.900374362129943E7,
0.6245321710410658,0.03233476025286567,0.05992296505977993,0.13001393212559254,0.14567350350753117,1209068.3309828064,0.2857142857142857,0.0,6196338.51559244,7062397.281525318,0.7610441096487862,0.0,0.13222847197952392,0.06827470914997835,0.0,256995.54278464732,0.7142857142857143,0.0,6436379.510354755,7336004.300941051,
0.34105090244240105,0.10195440944355079,0.17380658282642883,0.27927923342833383,0.6472784461707185,1.3422446060886389E7,0.2857142857142857,0.0,9.826080577340932E7,1.1670010383305545E8,0.5757671188885595,0.0,0.12435386738754581,0.03165697073502055,0.0,6561228.3113285005,0.7142857142857143,0.0,9.633824897784996E7,1.1441691663413E8,
0.5739088198019257,0.05782393252555148,0.06805446979810616,0.3092337744356485,0.40661723112291703,4886430.563912085,0.7142857142857143,0.0,5.7478886352892086E7,6.527825768585395E7,0.7587757238219702,0.01631624445406345,0.20937979841701423,0.09217206135139144,0.047518772992158995,5603926.60214585,0.2857142857142857,0.0,6.208735716368155E7,7.051226648815188E7,
0.14227965637715947,0.30766508888103467,0.35909853443839174,0.7445744617472824,1.4705971472481913,3852361.4962318717,0.14285714285714285,0.0,1.114442945497497E8,1.386620957144018E8,0.34184611442253154,0.0,0.041665597695029886,0.14923846796683382,0.0,7866782.396632509,0.8571428571428571,0.0,9.874943087033203E7,1.2286659758997181E8,
0.2674606565634744,0.1926448094157634,0.17225380050134453,0.2766577802188425,1.0276205472463373,1.038288898204519E7,0.25,0.0,4.9448593340335794E7,5.9770232608062446E7,0.4619548536327692,0.0,0.05445948013513224,0.1891371871603402,0.0,1075083.3108492587,0.75,0.0,5.347267925245456E7,6.4634978694720075E7,
0.2244071778533544,0.13888967875579722,0.12713039057300193,0.26701625277459146,0.7479870864868592,1.4378671718605202E7,0.5,0.0,9.090919404012445E7,1.1592918114280784E8,0.30701012997573573,0.05691722570634489,0.20119545996035648,0.6064392164102206,0.22766890282537955,6213353.656817239,0.5,0.0,1.1509657960745788E8,1.4677484482709828E8,
0.053518281289696164,0.0,0.26755293179429324,0.7825172819371604,0.0,0.0,0.5,0.0,1.6450894430578893E8,2.2161994881429067E8,0.06004436046098068,0.21858092616185804,0.2400225657404159,0.601997894045984,0.7833402945009711,7453986.75436279,0.5,0.0,1.505187426171005E8,2.0277215701829413E8,
0.47959286938609647,0.023726789022642514,0.0512225595273719,0.18324840262903824,0.1423607341358551,6788382.912278016,0.5555555555555556,0.0,6.5371129417071395E7,7.730051419646259E7,0.5003694424749248,0.036519356692855685,0.0770817744915042,0.1220551358302739,0.19796089129917563,5152472.031067074,0.4444444444444444,0.0,6.90440786705684E7,8.16438734988048E7,
0.025594981513260354,0.4622950047620523,0.557838145135913,0.910824059599028,1.8683793015815042,3165702.955301858,0.3333333333333333,0.0,3.168539535646919E7,4.355109711334673E7,0.0,0.0,0.2395128334118454,0.08917594040097199,0.0,0.0,0.6666666666666666,0.0,2.6910015496140964E7,3.698713690189123E7,
0.46298735399099594,0.11303475373296,0.13485066565701018,0.18908413514236888,0.8158413702143642,6835483.312216582,0.3,0.0,3.6722457637617595E7,4.363264504586276E7,0.46625103966187875,0.0043005084961673925,0.035075555086502674,0.19245816128780463,0.03440406796933914,1279027.857354062,0.7,0.0,3.349669678447203E7,3.9799661917542E7,
0.4161862850125778,0.09347376114049502,0.11419614696774764,0.1417690541740992,0.558275081529487,1133409.2908459762,0.2222222222222222,0.0,1.7665354330711246E7,2.153847105611018E7,0.45742335767207276,0.0,0.015217336459852947,0.07136508420157806,0.0,1501371.2859294254,0.7777777777777778,0.0,1.732819975976965E7,2.112741320559806E7,
0.08299448750754174,0.15789575417712134,0.23470646691749747,0.5624207849241405,0.8330835786250832,5802479.988375245,0.125,0.0,1.0192441338375284E8,1.2747175883977786E8,0.3476044991455499,0.0,0.008967460187797214,0.029269529961594376,0.0,5993516.510452814,0.875,0.0,8.878229505209345E7,1.1103528985715301E8,
0.6708677143218281,0.009448578145863508,0.0407346988846184,0.08124881975785551,0.05669146887518105,4098938.8660122044,0.5555555555555556,0.0,6.566948038657221E7,7.463028631799962E7,0.5569501024740727,0.05893727890039483,0.06380520933899428,0.2172398564368299,0.3694919936870562,6187508.628076125,0.4444444444444444,0.0,6.79436202844978E7,7.721472281844239E7,
0.5853913593365144,0.0,0.0,0.0,0.0,2176680.8292802623,1.0,0.0,2.686968479426807E7,3.2188344027591597E7,0.3757428080879195,0.2534617080565404,0.21082739099264328,0.29453327699069914,1.5269795871922764,1976777.8528391656,0.0,0.0,2.933706486666411E7,3.514418016592972E7,
0.6955103680662342,0.24021808185479457,0.10593873821382532,0.26779658786575145,1.1136603087503676,4906996.17492524,0.5,0.0,4.6983229133889474E7,5.4378067703379884E7,0.23404440455669492,0.1311596849210553,0.13894622745859386,0.49227613932785885,0.5246387396842211,9246123.920782214,0.5,0.0,4.300306942468637E7,4.9771253801859E7,
0.5890410053870453,0.05388982092145152,0.11747097086511643,0.25333774397719333,0.25566410719195803,5192542.473567246,0.3333333333333333,0.0,4.747814376617471E7,5.3507794426656805E7,0.674249469834093,0.007380799593107618,0.04278614123620751,0.05859280812767592,0.051665597151753326,4599660.074662802,0.6666666666666666,0.0,4.46514210758462E7,5.032205400966896E7,
0.39341737743931054,0.048839243494278324,0.11358385374507697,0.24436231640229342,0.20857935565021976,2712215.299210272,0.5,0.0,9.55614004680749E7,1.1596852673689795E8,0.39636277995825464,0.030274377703412042,0.08243421739696695,0.18443353242519966,0.1513718885170602,2393676.8789508156,0.5,0.0,8.582429694069093E7,1.0415166239096358E8,
0.564237232217939,0.1295964991230318,0.23969131618732403,0.2476804386522291,0.43434036957942773,858456.989497996,0.25,0.0,2917139.169766937,3440168.085948162,0.5351932425535524,0.09903975206849784,0.06514058824189721,0.19502438466376687,0.4171572125233102,745467.8589567838,0.75,0.0,2474981.988401148,2918709.6429887908,
0.19899836243189872,0.15740026299692186,0.0756797506813685,0.2976964030040411,0.6296010519876875,2761869.3366821287,0.75,0.0,4.353369604571881E7,5.484691068148385E7,0.28134843478224714,0.7490892991317999,0.32200680962263606,0.42229971071610567,2.769380254908778,2893408.770336708,0.25,0.0,4.423161194489571E7,5.5726220918294564E7,
0.4836321660488391,0.059352270689090394,0.15580275639947114,0.24114923354228518,0.4079720311685293,8489845.093058998,0.3,0.0,1.3843018773270026E8,1.6552791360322893E8,0.47528928518146496,0.021634605313113942,0.058791459490632046,0.15684765960947283,0.17307684250491154,2.0126263702856384E7,0.7,0.0,1.3380785304298772E8,1.6000079933864164E8,
0.6096166394610033,0.004923876499657526,0.08550374668385086,0.16527915209129027,0.034467135497602684,2537196.1228378695,0.75,0.0,3.393776186860393E7,3.929890921980488E7,0.43566057323547813,0.06521682429736403,0.10624149632625228,0.2558871006210022,0.30020752495852016,2283138.456445853,0.25,0.0,3.0608787318484224E7,3.544376938419696E7,
0.7882557367069597,0.0,0.052473746439027906,0.05402669908843802,0.0,7673315.553496801,0.6666666666666666,0.0,5.249610622961978E7,5.752910639544688E7,0.6933643310104359,0.06872110295828056,0.1655439273166296,0.2117336963204462,0.3821006403996794,1727063.5868480252,0.3333333333333333,0.0,5.9657708106172875E7,6.5377433013481416E7,
0.7518900071897171,0.027137515517847852,0.057770824660794425,0.18691328429215823,0.20629909841621577,4284537.345810814,0.5833333333333334,0.0,3.1396314885481678E7,3.4724909091092914E7,0.7274273860795848,0.04618162938153491,0.11911256996255977,0.2159449284897333,0.24032357043236618,4974770.821974388,0.4166666666666667,0.0,3.2875674433148496E7,3.636111501971327E7,
0.3088937318818417,0.033733157465714904,0.08821013429346276,0.20349894811380306,0.18767777676581632,4804477.181411114,0.3333333333333333,0.0,7.199814463410312E7,9.024016369526818E7,0.31805422463851674,0.018905781821828917,0.03869165203875161,0.14077410920340938,0.14084796590780868,2243230.4464171473,0.6666666666666666,0.0,7.686473155171938E7,9.634013022649367E7,
0.6828409191457133,0.0,0.0634059650870718,0.13604825958824254,0.0,5196742.783202564,0.6666666666666666,0.0,5.7327060957674205E7,6.664685383921335E7,0.6384096314398116,0.171081814546641,0.08314710535355453,0.16183971359319066,1.1346226531469765,5129304.875794092,0.3333333333333333,0.0,5.9527846917337E7,6.920550613478303E7,
0.4203990256902339,0.011331636990957914,0.0719983844183106,0.15134577405652255,0.05979822176262979,2610866.061746436,0.4444444444444444,0.0,5.160713010547996E7,6.193516270760452E7,0.46594538561196236,0.011400014542538087,0.045953450486584654,0.06298039260963995,0.07244827095096872,2488081.0736123314,0.5555555555555556,0.0,4.9592238371087246E7,5.9516937744202286E7,
0.6113558251434028,0.020327124544568427,0.04342301794813128,0.16802624031266872,0.16208409307959545,4890641.8096638005,0.6363636363636364,0.0,6.098095578972682E7,7.077087260007071E7,0.6398171942900414,0.029197789155973094,0.06485915966065084,0.0914135070869672,0.16671990152119257,8347845.910861823,0.36363636363636365,0.0,5.417795446569615E7,6.287533367062229E7,
0.6272446126047789,0.1302334105716379,0.2155327018399445,0.17385536567309448,0.4824790196158981,1469603.2344506807,0.4,0.0,3.0259121595129307E7,3.483956954552803E7,0.5702772087832165,0.06551983746475594,0.17672207321240832,0.24517397296262744,0.30146527746929114,2368194.792878651,0.6,0.0,3.328205698681256E7,3.8320254525290795E7,
0.49194387098793624,0.19236491723419444,0.15950291946117026,0.30580566932029446,1.3118397984945558,5067743.138636186,0.5,0.0,8.583239918673038E7,9.744889607947727E7,0.6502336257411943,0.18585720499516872,0.060317405583780605,0.11903406671716243,0.9240302699406768,2.049061239858137E7,0.5,0.0,8.046029175920089E7,9.134968936383413E7,
