NSGAII:    Hypervolume,NSGAII:    GenerationalDistance,NSGAII:    InvertedGenerationalDistance,NSGAII:    AdditiveEpsilonIndicator,NSGAII:    MaximumParetoFrontError,NSGAII:    Spacing,NSGAII:    Contribution,NSGAII:    R1Indicator,NSGAII:    R2Indicator,NSGAII:    R3Indicator,ID:    Hypervolume,ID:    GenerationalDistance,ID:    InvertedGenerationalDistance,ID:    AdditiveEpsilonIndicator,ID:    MaximumParetoFrontError,ID:    Spacing,ID:    Contribution,ID:    R1Indicator,ID:    R2Indicator,ID:    R3Indicator
0.7476522849615126,4.960578238288657E-5,0.004729250341277298,0.03254367330275115,0.004762155108757111,27948.71853330695,0.9595959595959596,0.0,3733808.639783333,4215334.753276412,0.69151830385068,0.0056685645620267264,0.044888390685235195,0.07358670093412775,0.07387610559995231,23752.369499511555,0.04040404040404041,0.0,3841162.6477142237,4336533.951149563
0.6950114738930445,5.454818398466492E-4,0.00265905643534394,0.012438302318030947,0.04151898250263525,12953.468672167563,0.8854166666666666,0.0,2824935.6833049343,3231979.563208471,0.6562807049032084,0.003779763161546267,0.02641332620152996,0.07928748644584868,0.13362888031065,30041.9184255355,0.11458333333333333,0.0,2897244.6573620974,3314707.5933911437
0.6851502025270445,5.027056827336032E-4,0.0014597792390705828,0.01436685957336925,0.021334115002468772,16952.869383657933,0.8658536585365854,0.0,2820222.0185484835,3239635.119175236,0.664436697295652,0.002739488123981782,0.01848276137364761,0.050818264789176594,0.07505600141289942,37809.704874877265,0.13414634146341464,0.0,2863999.9110172256,3289923.5786873256
0.6902267698547203,0.001792088551966085,0.0037842946661834397,0.0446406232336205,0.11443310351328778,23691.50542420711,0.7127659574468085,0.0,2813870.714604216,3222522.1011931663,0.6908154537465465,0.0015025957750759006,0.009167555078782487,0.02844021191409904,0.037337355230372134,28636.01987381405,0.2872340425531915,0.0,2838545.374568423,3250780.3267744244
0.7027898119655521,1.4698640558398083E-4,0.0010856407162652582,0.013140516489875723,0.016451258846183318,2146.352159916219,0.8798076923076923,0.0,815971.9612287183,932489.9315221456,0.6895595937022416,0.0010106671216775084,0.008612688337706762,0.03351771924018358,0.04243763707192151,3250.6161229452387,0.1201923076923077,0.0,811528.9498599787,927412.402003989
0.6995305298168263,1.0611896892228856E-4,0.0016946436500323784,0.011178461469737486,0.009975183078695124,19995.443638948866,0.93,0.0,3760388.751588084,4291477.1233420195,0.6604613175926101,0.002954942343801672,0.026114288649780392,0.05866633305873202,0.04763833847859639,14368.771472420683,0.07,0.0,3825281.7029142356,4365535.078971272
0.6703092006682202,0.0024789069107309216,0.0036674849593309926,0.045190612368632116,0.21846134063638745,29634.331627843538,0.7641509433962265,0.0,3105575.259662359,3574674.8834784664,0.657691897580559,0.001743178235270825,0.014128637107766693,0.038360145251616365,0.046631045415791716,13478.294766147053,0.2358490566037736,0.0,3124490.8614758514,3596447.892702098
0.6651960543828893,4.37803031751915E-4,9.15378153750612E-4,0.01915305442464066,0.022088718537933913,10814.339504998326,0.8877551020408163,0.0,2840335.937775037,3276628.1115394076,0.6422741084827107,0.0032316370353355313,0.01624979222403551,0.04569929527556373,0.18437757546225764,28231.429047767284,0.11224489795918367,0.0,2880447.8657438243,3322901.574071605
0.696057356508682,7.572640530381497E-4,0.006098220060002044,0.029575411633934418,0.03163161597535633,17250.22458448937,0.7176470588235294,0.0,3119495.2196466587,3568542.372804449,0.6660046579655824,0.002409496783328726,0.026080023753097478,0.13519034369038538,0.05543884715540541,20066.294114194083,0.2823529411764706,0.0,3243234.833069896,3710094.511162206
0.8806863052072742,3.875724253880914E-5,0.004001177258828335,0.009549034651686189,0.004666209481447598,9448.987733043215,0.9368421052631579,0.0,829112.458413009,890762.5759150642,0.8776360013094163,7.718455004704113E-4,0.0075679325026465315,0.01675498855624192,0.03664669160899673,3266.277063196394,0.06315789473684211,0.0,825130.1934896432,886484.1436379247
0.7114014278444388,9.417606942453287E-5,2.2128908649137691E-4,0.006831361958173389,0.008004965901085294,16239.23623972916,0.9767441860465116,0.0,3120315.6502082627,3556074.463809098,0.6166448149142335,0.008059838123763178,0.06269843602884706,0.13371915110767868,0.19082820624535515,28578.942153035117,0.023255813953488372,0.0,3232922.972812752,3684407.841964211
0.7124572956738664,0.0,0.0,0.0,0.0,16645.371820023352,1.0,0.0,2824801.245578048,3217836.8602955323,0.6488422307549218,0.004745033797788177,0.043552437501766766,0.11236207930352399,0.10437278426253749,16910.17254563157,0.0,0.0,2925981.669786785,3333095.4205684015
0.7297737466631161,4.53475504184666E-4,0.0016982410079422728,0.021129135622993928,0.027976835308230745,27282.87768349841,0.7766990291262136,0.0,3091428.5484778113,3512229.4823117014,0.7150311055605203,0.0012617758363695916,0.019193254872782648,0.06603263623081601,0.02695669303210101,39997.933534638025,0.22330097087378642,0.0,3166886.5877712634,3597959.0003568917
0.7294175154724998,0.0,1.4293294246031378E-4,0.008794387311272338,0.0,52366.86319033241,0.989010989010989,0.0,3723650.2533012973,4234087.463467322,0.6715770548098259,0.013952393650601465,0.041250553039265773,0.08266303290905505,1.019487130001101,25545.76409764261,0.01098901098901099,0.0,3822651.658660134,4346660.061090289
0.7002048346998302,0.0010993822478024987,0.004540378518591383,0.021914615357543354,0.03750533073123059,17403.667015397517,0.7972972972972973,0.0,3783471.618033038,4318378.140765934,0.6823345833656014,0.00274405211846991,0.019231260969970403,0.03168597375386495,0.03992345384607735,46890.13832536145,0.20270270270270271,0.0,3783300.225666304,4318182.515216082
0.6942660305187515,0.005546536195204859,0.00311622643187117,0.0416747383453761,0.39723432494746436,27909.402852806943,0.7640449438202247,0.0,3104321.4686798514,3553482.668209302,0.6825359962456663,0.0018235072802651258,0.012551237243351302,0.04383030237657415,0.05499421603282444,15882.772399558828,0.23595505617977527,0.0,3125259.2679802435,3577450.1381642176
0.7583918149410318,9.150083907601335E-4,0.0018666033738096311,0.023733496568514378,0.06872645961793385,18886.953798426308,0.9772727272727273,0.0,3750197.41674309,4216856.39492877,0.7182858081583416,0.003481445815491157,0.031086355607073325,0.0432618614785218,0.0606324622284363,30321.820482484814,0.022727272727272728,0.0,3806628.466140301,4280309.611993615
0.6920488683304932,5.191172813764214E-4,0.0020255760634800986,0.019575648657173428,0.02509446758961781,13694.605959007184,0.927710843373494,0.0,3118192.568616021,3577647.3997226367,0.6451431256023493,0.004823998809841511,0.03222743082373531,0.08687375877518072,0.0740109247098395,28540.513771018683,0.07228915662650602,0.0,3194457.544107387,3665149.932891237
0.6683104039626827,1.3844204393888037E-5,0.0011233284966107638,0.0263768503723321,0.0026996198568081673,4842.362380154,0.9748743718592965,0.0,824211.6960045389,950396.5124042245,0.6371208413849998,0.0022656094426620364,0.020008954767531322,0.03343470921446114,0.048749888910664015,3806.207551064316,0.02512562814070352,0.0,834027.7936039227,961715.5087419417
0.7345542823014819,0.0,8.384171709521026E-4,0.015834486467536497,0.0,11985.093487517035,0.985981308411215,0.0,824266.156401737,936797.6399486937,0.7105392563431655,0.001536613207187685,0.01951960500681282,0.04388093559652334,0.047936784478202564,6972.315285315038,0.014018691588785047,0.0,845135.7288387762,960516.5401490125
0.6663256162034688,3.7115993202175646E-4,0.005137805413317859,0.0330556759222229,0.026602594745076008,3013.777787758427,0.5963302752293578,0.0,840277.5156546361,968450.2647620364,0.6672992821486724,6.194760271413933E-4,0.004775586184288755,0.017919641258157593,0.06626579220553329,8635.112827537107,0.4036697247706422,0.0,827842.3763413883,954118.2016228897
0.7127435353331495,4.246967621670969E-4,0.0020272033468140167,0.01870785433141342,0.024021165405107497,21028.601376816954,0.8018867924528302,0.0,3077762.3661800977,3509352.5458498723,0.7017486788140082,0.0012801423981240044,0.008446082780287325,0.027525344788867145,0.0410312223531579,21397.58891009229,0.19811320754716982,0.0,3092458.7353468714,3526109.830451762
0.6683851513717419,7.179613604330847E-4,9.712308529038762E-4,0.021319682422986694,0.029995634022446777,10685.65992375143,0.9294117647058824,0.0,2818073.055337102,3246907.5870310697,0.6445146704243206,0.003195128802062746,0.01981227169322711,0.0664517225720074,0.09180993973214013,27522.274372927062,0.07058823529411765,0.0,2879527.1214884203,3317713.475198612
0.6734279498326673,1.8188148695517822E-4,6.178485659120729E-4,0.006758497066754944,0.013020335804218358,14314.31677728248,0.946236559139785,0.0,3086865.293848333,3553447.327195619,0.641399990161217,0.005167156465976821,0.021327156308287215,0.04952434823691971,0.18873255775001438,26042.77792939262,0.053763440860215055,0.0,3134719.705152445,3608535.0989381466
0.6783529814111124,2.180070150459119E-4,0.0014290139482647259,0.006209106319806479,0.012286816068254923,5274.643019401189,0.868421052631579,0.0,1557543.7539310886,1791561.9084787492,0.6639105818465454,0.0011744083513789366,0.00914227362149123,0.02677324786986609,0.04303618035520794,7151.35689739823,0.13157894736842105,0.0,1556340.206407334,1790177.453726327
0.6840875697800302,5.320088481115625E-4,0.0015349976910506117,0.00777918103515407,0.03664319099007139,19617.83186628217,0.8536585365853658,0.0,2862201.520691645,3288619.604316514,0.6523810888156435,0.0027953048559483606,0.02022815984190043,0.05996212649682776,0.06327796343285569,26381.4825988055,0.14634146341463414,0.0,2912583.793603541,3346508.079509432
0.6584905508718464,3.805595261557424E-4,9.461503828853421E-4,0.01892979072039247,0.026685962468829365,6162.741148522085,0.85625,0.0,1559001.752795614,1800402.007942741,0.6370383336192645,0.001568261783500696,0.017970556329486985,0.06335888796032414,0.03424345391767995,11623.995908391635,0.14375,0.0,1600514.304128251,1848342.6882127838
0.7185781797956431,2.0007222033903492E-4,6.968123928730548E-4,0.01148950497595104,0.01420447105788678,10746.527147813733,0.9375,0.0,3144331.496960406,3570255.5347977635,0.6881193154959098,0.004128550926057246,0.022065481718672432,0.043746343021101364,0.21606652810405638,34895.399259507685,0.0625,0.0,3170653.8557524984,3600143.4911775934
0.7370416946771704,7.465644973739104E-5,4.324983180586891E-4,0.006512868154463114,0.006817135853019428,20700.46321359396,0.9090909090909091,0.0,1546188.5402038372,1756270.0816474007,0.7169643886753704,0.0013666710324051665,0.014322784292794951,0.04301585369772669,0.030941666249757447,16291.967789596982,0.09090909090909091,0.0,1581429.2684226064,1796299.118405292
0.6479300949555443,6.81470372666187E-5,6.64987026785822E-5,0.005192959137559461,0.008035165661807871,6033.7565671195,0.9743589743589743,0.0,1551823.760540726,1796676.7258768918,0.6285987532855192,0.0013861344069212955,0.013063922294209052,0.029503306520309608,0.08500230624223304,7780.829665145215,0.02564102564102564,0.0,1567786.887302288,1815158.552607823
0.6656534673347025,8.860723600639097E-4,0.0021661114568094736,0.03412968325293737,0.052112548751362384,21304.357111215435,0.8255813953488372,0.0,3747651.0663856133,4313430.015465859,0.6430960392962239,0.0022461731406965882,0.01881812411798634,0.07837101224975752,0.035600866416038365,28927.336996719092,0.1744186046511628,0.0,3832014.3616912314,4410530.156349702
0.6748617740704896,0.0,1.1558583830520632E-4,0.003997443694419234,0.0,3547.5142202895076,0.9836956521739131,0.0,1531802.6437009259,1762725.9529458021,0.6377222581516687,0.0022680013395477185,0.026744860046213702,0.07936816514284559,0.05906966607330503,8162.227050496703,0.016304347826086956,0.0,1584353.6299512414,1823199.3185321826
0.7432948899268117,0.001071724493973686,0.0055033357960705504,0.031140060120327488,0.051040406652056794,49159.199298183536,0.44329896907216493,0.0,2827504.7995188115,3199021.072635837,0.7464984873057618,0.0010199087061975446,0.00782792546684498,0.024357755253338387,0.030567375053828377,12580.346661128064,0.5567010309278351,0.0,2842085.3640889684,3215517.444827714
0.6701665382278118,5.847262674773777E-4,7.816729837850955E-4,0.02532341098830381,0.04303925487028096,16325.235157264187,0.9519230769230769,0.0,3754068.1522577177,4316944.966271277,0.6300903026820298,0.0036974174024629837,0.02879841795495774,0.09580470987298084,0.12947562081046596,23192.77366652962,0.04807692307692308,0.0,3843794.562785002,4420125.212945252
0.6929287572484126,1.6907923705825867E-4,4.184814838337534E-4,0.009962726146497881,0.017077002942884126,12470.177740140896,0.9615384615384616,0.0,2814547.1840730696,3223226.9500985867,0.6603133713159932,0.0025881257819888735,0.022920539181812097,0.047069414140548375,0.05233576212279076,15973.793738763134,0.038461538461538464,0.0,2858141.914994065,3273151.8275740314
